238760632,100,1000
1575145907,100,500
680644380,500,100000
202586598,500,100000
514802633,500,100000
2000922653,500,100000
1798732579,500,100000
1593743744,500,100000
300282637,500,100000
442013695,500,100000
204872034,500,100000
396958891,500,100000
449857976,500,100000
1714980206,500,100000
74548491,500,100000
1996092430,500,100000
1400272218,500,100000
1488835036,500,100000
1260628420,500,100000
322066813,500,100000
1319031399,500,100000
92299776,500,100000
100947673,500,100000
92576705,500,100000
1726887531,500,100000
1841716284,500,100000
1742924328,500,100000
1294069927,500,100000
1640736702,500,100000
1335338549,500,100000
1165149196,500,100000
964089060,500,100000
867122425,500,100000
1556240952,500,100000
1542362094,500,100000
468444495,500,100000
562930879,500,100000
421167738,500,100000
2008287983,500,100000
511422145,500,100000
366324425,500,100000
1512767590,500,100000
557405318,500,100000
1791215294,500,100000
243772231,500,100000
2029475070,500,100000
974317783,500,100000
756272600,500,100000
544930053,500,100000
1429389605,500,100000
463201385,500,100000
2025855787,500,100000
950287506,500,100000
1753626507,500,100000
1843011947,500,100000
1655448036,500,100000
1532830798,500,100000
657835043,500,100000
2078419539,500,100000
224892465,500,100000
1088028814,500,100000
1819868692,500,100000
1917056714,500,100000
1360793292,500,100000
1209911815,500,100000
1309243828,500,100000
1118636198,500,100000
646232364,500,100000
1923988114,500,100000
1147349418,500,100000
136920726,500,100000
793955606,500,100000
1570020101,500,100000
1573494674,500,100000
1746754754,500,100000
758405169,500,100000
1249247878,500,100000
2057654639,500,100000
1652800610,500,100000
1972092469,500,100000
1058659881,500,100000
526476928,500,100000
970312148,500,100000
359884096,500,100000
470430241,500,100000
562813796,500,100000
457026682,500,100000
88629139,500,100000
283776413,500,100000
1951376176,500,100000
432292882,500,100000
209147199,500,100000
1407074298,500,100000
1122158041,500,100000
381958357,500,100000
84721048,1000,100000
1493754617,1000,100000
1768431838,1000,100000
112637808,1000,100000
494740142,1000,100000
181461021,1000,100000
1552540526,1000,100000
1986841956,1000,100000
621756508,1000,100000
1620282508,1000,100000
1184811376,1000,100000
264425198,1000,100000
1556007231,1000,100000
556231061,1000,100000
1226585672,1000,100000
585958151,1000,100000
2061333280,1000,100000
435320200,1000,100000
1965957368,1000,100000
1872949058,1000,100000
1529633736,1000,100000
1896836186,1000,100000
1578356913,1000,100000
1402953381,1000,100000
864323974,1000,100000
1802289424,1000,100000
1937912384,1000,100000
807236175,1000,100000
1819189144,750,37500
2125700496,750,37500
75877315,750,37500
1832350669,750,37500
611175398,750,37500
1644708549,750,37500
888364449,750,37500
575925248,750,37500
472101304,750,37500
1044814052,750,37500
1414507762,750,37500
204262686,750,37500
1715636504,750,37500
1524615599,750,37500
1351579639,750,37500
1621825148,750,37500
1725540371,750,37500
1114791599,750,37500
20297653,750,37500
1807855211,750,37500
1855898838,750,37500
51575673,750,37500
1292498297,750,37500
1624883781,750,37500
1949061024,750,37500
1715171570,750,37500
1136127513,750,37500
1857437342,750,37500
1389391945,750,37500
266990991,750,37500
464267563,750,37500
2048499545,750,37500
1963411066,750,37500
1843739219,750,37500
1578676741,750,37500
21811710,750,37500
1897014759,750,37500
289473752,750,37500
1263247346,750,37500
2029731091,750,37500
113236599,750,37500
1546641222,750,37500
918511490,750,37500
385647291,750,37500
1263318703,750,37500
210416046,750,37500
1020326,750,37500
1088874827,750,37500
1737734590,750,37500
1510793851,750,37500
128713745,750,37500
160753508,750,37500
1957119657,750,37500
1320539088,750,37500
1696064092,750,37500
1313659851,750,37500
800737066,750,37500
571132049,750,37500
550993703,750,37500
1416292766,750,37500
16822642,750,37500
2001471091,750,37500
665482101,750,37500
936738512,750,37500
1677949942,750,37500
63842614,750,37500
98746707,750,37500
1003642325,750,37500
588555561,750,37500
1329804602,750,37500
1355028706,750,37500
1303834335,750,37500
165667514,750,37500
527205399,750,37500
1714131173,750,37500
15547395,750,37500
1484525724,750,37500
2068645692,750,37500
1171804510,750,37500
740378140,750,37500
792038122,750,37500
532222973,750,37500
2145456038,750,37500
1394010056,750,37500
558027309,750,37500
1304157827,750,37500
1719890556,750,37500
2075727201,750,37500
124436331,750,37500
1097847357,750,37500
1958362664,750,37500
420101305,750,37500
611934661,750,37500
487029961,750,37500
571295613,750,37500
680004959,750,37500
737728734,750,37500
1147913268,750,37500
674486189,750,37500
634787170,750,37500
1812104895,750,37500
720335836,750,37500
684451874,750,37500
367956970,750,37500
1721232400,750,37500
