1960465245,750,37500
1274395843,750,37500
9642189,750,37500
1986963049,750,37500
139911292,750,37500
1715317188,750,37500
1906428645,750,37500
55296375,750,37500
447002471,750,37500
328787995,750,37500
998933925,750,37500
680128547,750,37500
1691218282,750,37500
968936002,750,37500
225986056,750,37500
1010554889,750,37500
648617913,750,37500
332782220,750,37500
1541173756,750,37500
365344192,750,37500
1209459961,750,37500
1188424183,750,37500
1160710177,750,37500
836992558,750,37500
521958550,750,37500
1761626268,750,37500
975596671,750,37500
1135042433,750,37500
2133215707,750,37500
2097686359,750,37500
649115207,750,37500
1593697782,750,37500
684241048,750,37500
1202782859,750,37500
385796586,750,37500
1544059351,750,37500
1731657048,750,37500
149642127,750,37500
1278543733,750,37500
492872837,750,37500
1686311060,750,37500
642739359,750,37500
884099392,750,37500
507584282,750,37500
323377384,750,37500
409873815,750,37500
2109485249,750,37500
212164985,750,37500
909347921,750,37500
1266263576,750,37500
458393231,750,37500
918634242,750,37500
1734525257,750,37500
234089431,750,37500
1877891293,750,37500
921299271,750,37500
317723286,750,37500
643290812,750,37500
908410415,750,37500
190716358,750,37500
447258733,750,37500
1959886566,750,37500
1706128018,750,37500
923169991,750,37500
208077621,750,37500
365920274,750,37500
733311060,750,37500
89780279,750,37500
1644043692,750,37500
823425887,750,37500
222104323,750,37500
1618729969,750,37500
845575916,750,37500
740136879,750,37500
2121008889,750,37500
609216990,750,37500
988106999,750,37500
1219067003,750,37500
1029208640,750,37500
1121761445,750,37500
8567443,750,37500
909939198,750,37500
1759352225,750,37500
81289065,750,37500
1453238372,750,37500
506570561,750,37500
1882151504,750,37500
1099264226,750,37500
99328809,750,37500
316119123,750,37500
211822094,750,37500
1300375130,750,37500
590368069,750,37500
395795080,750,37500
1280861712,750,37500
16842386,750,37500
753893450,750,37500
44314097,750,37500
1663387703,750,37500
1538756624,750,37500
1585163423,750,37500
1302032319,750,37500
1776879743,750,37500
654097004,750,37500
133090512,750,37500
685377054,5000,250000
1072578463,5000,250000
619386278,5000,250000
1535536733,5000,250000
177767322,5000,250000
1635875199,5000,250000
58453876,5000,250000
408610921,5000,250000
776036018,5000,250000
1530608465,5000,250000
706376928,5000,250000
1504310461,5000,250000
834981140,5000,250000
108472313,5000,250000
1912840592,5000,250000
1752808496,5000,250000
1935224146,5000,250000
1129062854,5000,250000
308335677,5000,250000
141746975,5000,250000
2026473163,1000,150000
1070236982,1000,150000
1776075954,1000,150000
1600206549,1000,150000
811910976,1000,150000
491905508,1000,150000
356085526,1000,150000
607456663,1000,150000
622861206,1000,150000
1011397338,1000,150000
582236294,1000,150000
1349695041,1000,150000
98326188,1000,150000
459147350,1000,150000
768992545,1000,150000
526032602,1000,150000
741374041,1000,150000
31321753,1000,150000
1965871331,1000,150000
1396004861,1000,150000
1926897091,1000,150000
321351850,1000,150000
1104904532,1500,300000
904766450,1500,300000
1700130719,1500,300000
889313071,1500,300000
146683486,1500,300000
1251656184,1500,300000
910608579,1500,300000
461433161,1500,300000
1047747183,1500,300000
2143059798,1500,300000
1723215795,1500,300000
755295647,1500,300000
1814627926,1500,300000
1601303777,1500,300000
1484636481,1500,300000
959084528,1500,300000
2120568284,200,100000
900129805,100,500
250536319,100,1500
